date,year,week_num,album,artist,meta_score,user_score,crit_num,user_num,label,genres
"October 4, 2019",2019,40,Ghosteen,Nick Cave the Bad Seeds,96,86,28,279,Ghosteen,['Pop/Rock']
"April 5, 2019",2019,14,Titanic Rising,Weyes Blood,91,91,26,420,Sub Pop,"['Pop/Rock', 'Alternative/Indie Rock']"
"March 1, 2019",2019,9,Grey Area,Little Simz,91,84,15,190,Age 101,['Rap']
"June 14, 2019",2019,24,Gold Grey,Baroness,91,74,14,124,Abraxan Hymns,"['Pop/Rock', 'Heavy Metal', 'Progressive Metal', 'Sludge Metal', 'Post-Metal']"
"August 23, 2019",2019,34,Jimmy Lee,Raphael Saadiq,90,58,8,50,Columbia,['R&B']
"August 23, 2019",2019,34,Eve,Rapsody,90,81,8,53,Jamla,['Rap']
"March 8, 2019",2019,10,Psychodrama,Dave,90,80,10,197,N/A,['Rap']
"November 1, 2019",2019,44,Kiwanuka,Michael Kiwanuka,89,84,21,89,Interscope,['Pop/Rock']
"May 10, 2019",2019,19,LEGACY! LEGACY!,Jamila Woods,89,80,19,79,Jagjaguwar,['R&B']
"October 4, 2019",2019,40,All Mirrors,Angel Olsen,89,78,28,268,Jagjaguwar,['Pop/Rock']
"March 1, 2019",2019,9,When I Get Home,Solange,89,75,25,317,N/A,['R&B']
"August 9, 2019",2019,32,We Are Not Your Kind,Slipknot,89,85,14,482,Roadrunner Records,"['Pop/Rock', 'Alternative Metal', 'Heavy Metal', 'Nü Metal']"
"October 18, 2019",2019,42,War Music,Refused,88,85,8,15,Spinefarm Records,"['Pop/Rock', 'Hardcore Punk']"
"July 19, 2019",2019,29,Caligula,Lingua Ignota,88,81,8,55,Profound Lore,"['Experimental', 'Industrial', 'Pop/Rock', 'Alternative/Indie Rock', 'Heavy Metal']"
"April 26, 2019",2019,17,Designer,Aldous Harding,88,83,18,46,4AD,[]
"November 8, 2019",2019,45,Magdalene,FKA twigs,88,89,28,468,Young Turks,['Electronic']
"September 20, 2019",2019,38,Jaime,Brittany Howard,88,79,19,54,ATO,['Pop/Rock']
"June 28, 2019",2019,26,Bandana,Freddie Gibbs,88,86,23,188,RCA,['Rap']
"June 14, 2019",2019,24,Shepherd in a Sheepskin Vest,Bill Callahan,88,74,22,37,Drag City,['Pop/Rock']
"May 3, 2019",2019,18,UFOF,Big Thief,87,86,24,103,4AD,"['Pop/Rock', 'Alternative/Indie Rock']"
"May 24, 2019",2019,21,Reward,Cate Le Bon,87,80,18,41,Mexican Summer,['Pop/Rock']
